captive,created_at,created_time_zone,description,faves_count,geoprivacy,iconic_taxon_name,id,identifications,identifications_most_agree,identifications_most_disagree,latitude,longitude,num_identification_agreements,num_identification_disagreements,obscured,observed_on_string,place_guess,place_ids,positional_accuracy,preferred_common_name,quality_grade,reviewed_by,species_guess,taxon_endemic,taxon_geoprivacy,taxon_id,taxon_name,taxon_native,taxon_observations,taxon_parent_id,taxon_rank,taxon_search_rank,taxon_threatened,time_observed_at,updated_at,user_id,user_login
False,2018-04-28T14:30:22+02:00,Europe/Amsterdam,,0,,Plantae,11595128,"[{'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:30:22+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}, {'user_id': 147030, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-30T09:24:29+00:00', 'observations_count': 188, 'identifications_count': 14902, 'activity_count': 15090, 'universal_search_rank': 188}]",True,False,-0.1524183713,51.561405561,1,0,False,Sat Apr 28 2018 13:29:47 GMT+0100 (GMT+1),"N6, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,marsh marigold,research,"[3098, 147030, 599476, 915491]",marsh marigold,False,,56224.0,Caltha palustris,True,15952.0,1045281.0,species,15952.0,False,2018-04-28T13:29:47+02:00,2018-04-30T11:24:29+02:00,915491,heathhands
False,2018-04-28T14:32:18+02:00,Europe/Amsterdam,,0,,Plantae,11595239,"[{'user_id': 534826, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-28T13:02:15+00:00', 'observations_count': 4359, 'identifications_count': 32321, 'activity_count': 36680, 'universal_search_rank': 4359}, {'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:32:18+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}]",True,False,-0.1523691695,51.5613576165,1,0,False,Sat Apr 28 2018 13:31:07 GMT+0100 (GMT+1),"N6, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Greater celandine,research,"[534826, 599476, 915491]",Greater celandine,False,,55757.0,Chelidonium majus,True,20363.0,55758.0,species,20363.0,False,2018-04-28T13:31:07+02:00,2018-04-28T15:02:15+02:00,915491,heathhands
False,2018-04-28T12:35:37+00:00,Etc/UTC,,0,,Plantae,11595384,"[{'user_id': 911227, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:35:37+00:00', 'observations_count': 59, 'identifications_count': 25, 'activity_count': 84, 'universal_search_rank': 59}, {'user_id': 147030, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-30T09:24:33+00:00', 'observations_count': 188, 'identifications_count': 14902, 'activity_count': 15090, 'universal_search_rank': 188}]",True,False,-0.12327721,51.47261368,1,0,False,2018-04-28 12:58:32 pm BST,"1 Studley Rd, London SW4 6RA, UK","[6857, 6858, 30364, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149128]",9.0,Spanish Bluebell,research,"[3098, 147030, 599476, 911227]",Spanish Bluebell,False,,57635.0,Hyacinthoides hispanica,False,2803.0,56095.0,species,2803.0,False,2018-04-28T12:58:32+00:00,2018-04-30T09:24:34+00:00,911227,biologykate
False,2018-04-28T12:37:04+00:00,Etc/UTC,,0,,Plantae,11595454,"[{'user_id': 911227, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:37:04+00:00', 'observations_count': 59, 'identifications_count': 25, 'activity_count': 84, 'universal_search_rank': 59}, {'user_id': 147030, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-30T09:24:21+00:00', 'observations_count': 188, 'identifications_count': 14902, 'activity_count': 15090, 'universal_search_rank': 188}]",True,False,-0.1989454,51.511349,1,0,False,2018-04-28 1:35:40 pm BST,"30 Portobello Rd, London W11 3DH, UK","[6857, 6858, 30360, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",18.0,common ivy,needs_id,"[3098, 147030, 384930, 599476, 911227, 1002688]",ivies,False,,55882.0,Hedera helix,True,42156.0,55883.0,species,42156.0,False,2018-04-28T13:35:40+00:00,2018-10-04T19:01:22+00:00,911227,biologykate
True,2018-04-28T12:37:17+00:00,Etc/UTC,,0,,,11595469,,False,False,-0.20087253,51.51212129,0,0,False,2018-04-28,"61 Portobello Rd, London W11 3DB, UK","[6857, 6858, 30360, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",9.0,,casual,[],,,,,,,,,,,,,2018-04-28T17:12:41+00:00,911227,biologykate
False,2018-04-28T14:40:24+02:00,Europe/Amsterdam,,0,,Insecta,11595579,"[{'user_id': 66366, 'category': 'improving', 'disagreement': None, 'created_at': '2020-03-22T23:03:57+00:00', 'observations_count': 1879, 'identifications_count': 9811, 'activity_count': 11690, 'universal_search_rank': 1879}, {'user_id': 2803308, 'category': 'supporting', 'disagreement': False, 'created_at': '2020-06-08T20:11:19+00:00', 'observations_count': 153, 'identifications_count': 2280, 'activity_count': 2433, 'universal_search_rank': 153}]",True,False,-0.152301779,51.5614081594,2,0,False,Sat Apr 28 2018 13:39:35 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Mosquitoes,needs_id,"[3098, 66366, 384930, 599476, 854537, 1002688, 1006407, 1660558, 1835073, 2108800, 2385296, 2803308]",Mosquitoes,False,,52134.0,Culicidae,False,33401.0,513826.0,family,33401.0,False,2018-04-28T13:39:35+02:00,2020-06-08T22:11:23+02:00,915491,heathhands
False,2018-04-28T14:43:53+02:00,Europe/Amsterdam,,0,,Animalia,11595806,"[{'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:43:53+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}, {'user_id': 490794, 'category': 'supporting', 'disagreement': False, 'created_at': '2019-02-17T19:06:40+00:00', 'observations_count': 287, 'identifications_count': 37787, 'activity_count': 38074, 'universal_search_rank': 287}]",True,False,-0.1522894576,51.561341649,1,0,False,Sat Apr 28 2018 13:42:36 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Water Hoglouse,research,"[3098, 384930, 490794, 599476, 915491]",Water Hoglouse,False,,434576.0,Asellus aquaticus,False,266.0,153339.0,species,266.0,False,2018-04-28T13:42:36+02:00,2019-02-17T20:06:40+01:00,915491,heathhands
False,2018-04-28T14:45:33+02:00,Europe/Amsterdam,,0,,Insecta,11595957,"[{'user_id': 915491, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-28T12:45:33+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}]",False,False,-0.1523463707,51.56132543,0,0,False,Sat Apr 28 2018 13:44:21 GMT+0100 (GMT+1),"N6, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Mayflies,needs_id,"[3098, 384930, 599476, 915491, 1002688]",,False,,48011.0,Ephemeroptera,False,37331.0,184884.0,order,37331.0,False,2018-04-28T13:44:21+02:00,2018-04-28T14:45:56+02:00,915491,heathhands
False,2018-04-28T14:47:09+02:00,Europe/Amsterdam,,0,,Insecta,11596027,"[{'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:47:09+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}, {'user_id': 384930, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-05-08T13:39:53+00:00', 'observations_count': 54, 'identifications_count': 9368, 'activity_count': 9422, 'universal_search_rank': 54}]",True,False,-0.1521607116,51.5614767652,1,0,False,Sat Apr 28 2018 13:46:34 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Phantom Midges,needs_id,"[3098, 147030, 384930, 599476, 915491, 1002688]",Phantom Midges,False,,129901.0,Chaoboridae,False,1085.0,513826.0,family,1085.0,False,2018-04-28T13:46:34+02:00,2018-05-08T15:39:53+02:00,915491,heathhands
True,2018-04-28T13:48:09+01:00,Europe/London,,0,,Plantae,11596073,"[{'user_id': 811841, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-28T12:48:09+00:00', 'observations_count': 513, 'identifications_count': 189, 'activity_count': 702, 'universal_search_rank': 513}, {'user_id': 699883, 'category': 'leading', 'disagreement': True, 'created_at': '2019-11-15T13:32:07+00:00', 'observations_count': 1779, 'identifications_count': 213234, 'activity_count': 215013, 'universal_search_rank': 1779}, {'user_id': 699883, 'category': 'leading', 'disagreement': False, 'created_at': '2020-03-15T20:49:27+00:00', 'observations_count': 1779, 'identifications_count': 213234, 'activity_count': 215013, 'universal_search_rank': 1779}]",True,False,-0.13336829,51.52445058,2,0,False,2018-04-28 1:47:31 pm BST,"University College London, Gower St, Kings Cross, London WC1E 6BT, UK","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",9.0,violets,casual,"[699883, 811841]",violets,False,,50829.0,Viola,False,157436.0,50828.0,genus,157436.0,False,2018-04-28T13:47:31+01:00,2020-03-15T20:49:27+00:00,811841,tspaceshep
False,2018-04-28T14:48:12+02:00,Europe/Amsterdam,,0,,Plantae,11596076,"[{'user_id': 862154, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:48:12+00:00', 'observations_count': 26, 'identifications_count': 3, 'activity_count': 29, 'universal_search_rank': 26}, {'user_id': 534826, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:56:20+00:00', 'observations_count': 4359, 'identifications_count': 32321, 'activity_count': 36680, 'universal_search_rank': 4359}, {'user_id': 862154, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-05-01T09:21:11+00:00', 'observations_count': 26, 'identifications_count': 3, 'activity_count': 29, 'universal_search_rank': 26}]",True,False,-0.15221178,51.56142467,1,0,False,2018-04-28 1:46:24 PM GMT+01:00,"6 Highgate W Hill, Highgate, London N6 6JR, UK","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Bogbean,research,"[3098, 534826, 599476, 862154]",Bog-bean,False,,78016.0,Menyanthes trifoliata,True,3474.0,72235.0,species,3474.0,False,2018-04-28T13:46:24+02:00,2018-05-01T11:21:11+02:00,862154,akendrick
False,2018-04-28T14:52:07+02:00,Europe/Amsterdam,,0,,Plantae,11596256,"[{'user_id': 862154, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:52:07+00:00', 'observations_count': 26, 'identifications_count': 3, 'activity_count': 29, 'universal_search_rank': 26}, {'user_id': 534826, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-28T12:57:29+00:00', 'observations_count': 4359, 'identifications_count': 32321, 'activity_count': 36680, 'universal_search_rank': 4359}]",True,False,-0.15238708,51.56150381,1,0,False,2018-04-28 1:51:07 PM GMT+01:00,"6 Highgate W Hill, Highgate, London N6 6JR, UK","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Ramsons,research,"[534826, 599476, 862154]",Ramsons,False,,56152.0,Allium ursinum,True,5314.0,1080326.0,species,5314.0,False,2018-04-28T13:51:07+02:00,2018-04-28T14:57:29+02:00,862154,akendrick
False,2018-04-28T14:55:39+02:00,Europe/Amsterdam,,0,,Animalia,11596452,"[{'user_id': 915491, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-28T12:55:39+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}]",False,False,-0.1523094065,51.5613873723,0,0,False,Sat Apr 28 2018 13:54:56 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Millipedes,needs_id,"[3098, 384930, 599476, 915491, 1002688]",,False,,47735.0,Diplopoda,False,123069.0,144128.0,class,123069.0,False,2018-04-28T13:54:56+02:00,2018-04-28T14:55:47+02:00,915491,heathhands
False,2018-04-28T14:57:04+02:00,Europe/Amsterdam,,0,,Mollusca,11596529,"[{'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T14:57:04+02:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}, {'user_id': 384930, 'category': 'improving', 'disagreement': False, 'created_at': '2019-01-28T12:54:36+01:00', 'observations_count': 54, 'identifications_count': 9368, 'activity_count': 9422, 'universal_search_rank': 54}, {'user_id': 2426747, 'category': 'supporting', 'disagreement': False, 'created_at': '2020-01-07T17:27:05+01:00', 'observations_count': 0, 'identifications_count': 17094, 'activity_count': 17094, 'universal_search_rank': 0}]",True,False,-0.1523268409,51.5613574069,2,0,False,Sat Apr 28 2018 13:56:23 GMT+0100 (GMT+1),"N6, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Great Ram's-horn,research,"[3098, 15796, 384930, 440756, 599476, 915491, 2426747]",Posthornschnecke,False,open,150979.0,Planorbarius corneus,False,737.0,149915.0,species,737.0,False,2018-04-28T13:56:23+02:00,2020-01-07T17:27:05+01:00,915491,heathhands
False,2018-04-28T14:58:14+02:00,Europe/Amsterdam,,0,,Plantae,11596597,"[{'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:58:14+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}, {'user_id': 147030, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-30T09:23:56+00:00', 'observations_count': 188, 'identifications_count': 14902, 'activity_count': 15090, 'universal_search_rank': 188}]",True,False,-0.1522873621,51.5614346462,1,0,False,Sat Apr 28 2018 13:57:50 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Ramsons,research,"[3098, 147030, 599476, 915491]",Ramsons,False,,56152.0,Allium ursinum,True,5314.0,1080326.0,species,5314.0,False,2018-04-28T13:57:50+02:00,2018-04-30T11:23:56+02:00,915491,heathhands
False,2018-04-28T14:59:32+02:00,Europe/Amsterdam,,0,,Plantae,11596640,"[{'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T12:59:32+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}, {'user_id': 186163, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-29T21:49:45+00:00', 'observations_count': 13880, 'identifications_count': 118237, 'activity_count': 132117, 'universal_search_rank': 13880}]",True,False,-0.152216116,51.5615386237,1,0,False,Sat Apr 28 2018 13:58:57 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,yellow archangel,research,"[3098, 186163, 599476, 915491]",yellow archangel,False,,204339.0,Lamium galeobdolon,True,9968.0,55460.0,species,9968.0,False,2018-04-28T13:58:57+02:00,2018-04-29T23:49:45+02:00,915491,heathhands
False,2018-04-28T15:00:57+02:00,Europe/Amsterdam,,0,,Plantae,11596733,"[{'user_id': 353381, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-28T13:00:57+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}]",False,False,-0.32643,51.4346283333,0,0,False,Sat Apr 28 2018 11:49:36 GMT+0100 (GMT+1),"Twickenham, Twickenham, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149128]",663.0,bittercresses,needs_id,"[3098, 353381, 384930, 599476, 1002688]",,False,,49652.0,Cardamine,False,63798.0,902567.0,genus,63798.0,False,2018-04-28T11:49:36+02:00,2018-04-28T15:01:19+02:00,353381,wildhamandpetersham
False,2018-04-28T15:01:17+02:00,Europe/Amsterdam,,0,,Mollusca,11596761,"[{'user_id': 440756, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-28T16:43:17+00:00', 'observations_count': 8468, 'identifications_count': 28744, 'activity_count': 37212, 'universal_search_rank': 8468}, {'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T13:01:17+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}]",True,False,-0.1519101765,51.5614278988,1,0,False,Sat Apr 28 2018 14:00:57 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Garden Snail,research,"[10285, 440756, 599476, 915491]",Garden Snail,False,,480298.0,Cornu aspersum,False,27916.0,87634.0,species,27916.0,False,2018-04-28T14:00:57+02:00,2018-04-28T18:43:18+02:00,915491,heathhands
False,2018-04-28T15:02:14+02:00,Europe/Amsterdam,,0,,Fungi,11596798,"[{'user_id': 477643, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-29T01:55:15+00:00', 'observations_count': 6433, 'identifications_count': 299646, 'activity_count': 306079, 'universal_search_rank': 6433}, {'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T13:02:14+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}]",True,False,-0.1521954127,51.5614005318,1,0,False,Sat Apr 28 2018 14:01:50 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Wood ear fungi,needs_id,"[3098, 384930, 477643, 599476, 915491, 1002688]",Wood ear fungi,False,,50817.0,Auricularia,False,16725.0,50816.0,genus,16725.0,False,2018-04-28T14:01:50+02:00,2018-04-29T03:55:15+02:00,915491,heathhands
False,2018-04-28T15:02:45+02:00,Europe/Amsterdam,,0,,Plantae,11596824,"[{'user_id': 353381, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T13:02:45+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}, {'user_id': 484, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-05-10T21:16:08+00:00', 'observations_count': 1415, 'identifications_count': 415, 'activity_count': 1830, 'universal_search_rank': 1415}]",True,False,-0.3266383333,51.4353033333,1,0,False,Sat Apr 28 2018 11:46:41 GMT+0100 (GMT+1),"Twickenham, Twickenham, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 79944, 80627, 81490, 96372, 97391, 108692, 117875, 149128]",10.0,Cuckooflower,research,"[484, 3098, 353381, 599476]",,False,,54531.0,Cardamine pratensis,True,7563.0,49652.0,species,7563.0,False,2018-04-28T11:46:41+02:00,2018-05-10T23:16:08+02:00,353381,wildhamandpetersham
False,2018-04-28T15:04:00+02:00,Europe/Amsterdam,,0,,Animalia,11596890,"[{'user_id': 915491, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-28T13:04:00+00:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}]",False,False,-0.1520370785,51.561403717,0,0,False,Sat Apr 28 2018 14:03:44 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Common Earthworm,needs_id,"[3098, 384930, 599476, 915491, 1002688]",,False,,81545.0,Lumbricus terrestris,False,19702.0,81547.0,species,19702.0,False,2018-04-28T14:03:44+02:00,2018-04-28T15:04:10+02:00,915491,heathhands
False,2018-04-28T15:05:02+02:00,Europe/Amsterdam,,0,,Animalia,11596933,"[{'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T15:05:02+02:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}, {'user_id': 960916, 'category': 'leading', 'disagreement': False, 'created_at': '2020-07-03T09:48:44+02:00', 'observations_count': 337, 'identifications_count': 47993, 'activity_count': 48330, 'universal_search_rank': 337}]",True,False,-0.1520227455,51.5614599176,1,0,False,Sat Apr 28 2018 14:04:32 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,,needs_id,"[3098, 384930, 599476, 915491, 960916, 1002688]",Lithobius,False,,122237.0,Lithobius,False,5328.0,122236.0,genus,5328.0,False,2018-04-28T14:04:32+02:00,2020-07-03T09:48:44+02:00,915491,heathhands
False,2018-04-28T15:05:17+02:00,Europe/Amsterdam,On Galium aparine ,0,,Arachnida,11596946,"[{'user_id': 353381, 'category': 'leading', 'disagreement': False, 'created_at': '2018-04-28T13:05:17+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}]",False,False,-0.3286666667,51.4360416667,0,0,False,Sat Apr 28 2018 11:44:52 GMT+0100 (GMT+1),"78 Mallard Place, Twickenham, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",165.0,Galium gall mite,needs_id,"[3098, 353381, 384930, 599476, 1002688, 1673632]",,False,,461023.0,Cecidophyes rouhollahi,False,147.0,374052.0,species,147.0,False,2018-04-28T11:44:52+02:00,2018-04-28T15:06:33+02:00,353381,wildhamandpetersham
False,2018-04-28T15:06:40+02:00,Europe/Amsterdam,,0,,Arachnida,11597035,"[{'user_id': 664459, 'category': 'leading', 'disagreement': None, 'created_at': '2018-04-28T15:11:01+00:00', 'observations_count': 270, 'identifications_count': 223, 'activity_count': 493, 'universal_search_rank': 270}]",False,False,-0.1523280982,51.5613984364,0,0,False,Sat Apr 28 2018 13:29:06 GMT+0100 (GMT+1),"Hampstead Heath, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,Spiders,needs_id,"[384930, 599476, 664459, 1002688]",,False,,47118.0,Araneae,False,1347542.0,47119.0,order,1347542.0,False,2018-04-28T13:29:06+02:00,2018-04-28T17:11:01+02:00,915523,brybry_jane
False,2018-04-28T15:06:43+02:00,Europe/Amsterdam,,0,,Plantae,11597038,"[{'user_id': 915491, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T14:06:43+01:00', 'observations_count': 28, 'identifications_count': 0, 'activity_count': 28, 'universal_search_rank': 28}, {'user_id': 42615, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-05-07T21:23:52+01:00', 'observations_count': 2406, 'identifications_count': 4772, 'activity_count': 7178, 'universal_search_rank': 2406}, {'user_id': 2108800, 'category': 'supporting', 'disagreement': False, 'created_at': '2019-09-12T18:49:18+01:00', 'observations_count': 594, 'identifications_count': 2794, 'activity_count': 3388, 'universal_search_rank': 594}]",True,False,-0.1517633256,51.5613640287,2,0,False,Sat Apr 28 2018 14:05:53 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",5.0,herb Robert,research,"[3098, 42615, 599476, 915491, 2108800]",herb Robert,False,,55925.0,Geranium robertianum,True,24957.0,964908.0,species,24957.0,False,2018-04-28T14:05:53+02:00,2019-11-28T22:44:49+01:00,915491,heathhands
False,2018-04-28T15:06:53+02:00,Europe/Amsterdam,,0,,Insecta,11597046,"[{'user_id': 278671, 'category': 'leading', 'disagreement': None, 'created_at': '2018-04-28T13:08:43+00:00', 'observations_count': 344, 'identifications_count': 208, 'activity_count': 553, 'universal_search_rank': 344}]",False,False,-0.15239398,51.5613176767,0,0,False,Sat Apr 28 2018 13:44:53 GMT+0100 (GMT+1),"London, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",10.0,Mayflies,needs_id,"[3098, 278671, 384930, 599476, 1002688]",,False,,48011.0,Ephemeroptera,False,37331.0,184884.0,order,37331.0,False,2018-04-28T13:44:53+02:00,2018-04-28T15:08:43+02:00,915523,brybry_jane
False,2018-04-28T15:06:57+02:00,Europe/Amsterdam,On Prunus sp,0,,Fungi,11597051,"[{'user_id': 534826, 'category': 'supporting', 'disagreement': False, 'created_at': '2018-04-28T17:27:17+00:00', 'observations_count': 4359, 'identifications_count': 32321, 'activity_count': 36680, 'universal_search_rank': 4359}, {'user_id': 353381, 'category': 'improving', 'disagreement': False, 'created_at': '2018-04-28T13:06:57+00:00', 'observations_count': 34975, 'identifications_count': 2033, 'activity_count': 37008, 'universal_search_rank': 34975}]",True,False,-0.3292216667,51.438545,1,0,False,Sat Apr 28 2018 11:40:17 GMT+0100 (GMT+1),"Twickenham, Twickenham, England, GB","[6857, 6858, 30395, 59614, 66357, 67952, 79944, 80627, 81490, 96372, 97391, 108692, 149128]",30.0,Pocket Plum,research,"[3098, 353381, 534826, 599476]",,False,,384486.0,Taphrina pruni,False,81.0,192645.0,species,81.0,False,2018-04-28T11:40:17+02:00,2018-04-28T19:27:18+02:00,353381,wildhamandpetersham
False,2018-04-28T15:07:03+02:00,Europe/Amsterdam,,0,,Insecta,11597053,"[{'user_id': 1006407, 'category': 'improving', 'disagreement': None, 'created_at': '2018-11-11T13:26:44+00:00', 'observations_count': 4631, 'identifications_count': 34747, 'activity_count': 39378, 'universal_search_rank': 4631}, {'user_id': 384930, 'category': 'leading', 'disagreement': False, 'created_at': '2019-01-28T11:53:47+00:00', 'observations_count': 54, 'identifications_count': 9368, 'activity_count': 9422, 'universal_search_rank': 54}, {'user_id': 2803308, 'category': 'leading', 'disagreement': True, 'created_at': '2020-06-08T20:10:57+00:00', 'observations_count': 153, 'identifications_count': 2280, 'activity_count': 2433, 'universal_search_rank': 153}]",True,False,-0.1523011923,51.5613136534,2,0,False,Sat Apr 28 2018 13:49:44 GMT+0100 (GMT+1),"4B Highgate West Hill, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",10.0,Mosquitoes,needs_id,"[3098, 147030, 384930, 599476, 854537, 1002688, 1006407, 2803308]",Mosquitoes,False,,52134.0,Culicidae,False,33401.0,513826.0,family,33401.0,False,2018-04-28T13:49:44+02:00,2020-06-08T22:10:57+02:00,915523,brybry_jane
False,2018-04-28T15:07:18+02:00,Europe/Amsterdam,,0,,Animalia,11597072,"[{'user_id': 384930, 'category': 'supporting', 'disagreement': False, 'created_at': '2019-01-28T11:56:44+00:00', 'observations_count': 54, 'identifications_count': 9368, 'activity_count': 9422, 'universal_search_rank': 54}, {'user_id': 664459, 'category': 'improving', 'disagreement': None, 'created_at': '2018-04-28T15:10:17+00:00', 'observations_count': 270, 'identifications_count': 223, 'activity_count': 493, 'universal_search_rank': 270}]",True,False,-0.1523165312,51.5613396792,2,0,False,Sat Apr 28 2018 13:53:33 GMT+0100 (GMT+1),"Hampstead Heath, London, England, GB","[6857, 6858, 30328, 59614, 66357, 67952, 80627, 81490, 96372, 97391, 108692, 149132]",10.0,Flatworms,needs_id,"[3098, 59227, 384930, 599476, 664459, 1002688]",Flatworms,False,,52319.0,Platyhelminthes,False,18772.0,1.0,phylum,18772.0,False,2018-04-28T13:53:33+02:00,2019-01-28T12:56:44+01:00,915523,brybry_jane
